platform,video_id,comment_id,parent_id,author,text,like_count,published_at,updated_at,source_url,video_label,target_neg,target_neu,target_pos
youtube,iV46TJKL8cU,UgyNt6F7d5QQa1qgOIh4AaABAg,,@scbene,Nobody has ever rooted for a poison apple until this movie! GO APPLE GO!!!,20847,2024-12-04T14:25:24Z,2024-12-04T14:25:24Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgyNayOIB5bfOTgG3lJ4AaABAg,,@elisa.g1879,This trailer makes me want to sit on the TV and look at my couch,32428,2024-12-17T22:53:02Z,2024-12-17T22:53:02Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugyz8YgeNQkevBpjqld4AaABAg,,@Daxrash,"Mirror mirror on my screen, can this trailer be un-seen?",18782,2025-02-03T12:07:57Z,2025-02-03T12:07:57Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgwHn2B4qDPxUZZE8zV4AaABAg,,@rishisworld5993,Love how the most replayed part is at 0:00 because everybody just pauses there and goes to the comment section.🤣🤣,175,2025-07-14T15:46:19Z,2025-07-14T15:46:19Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgwNZPjh28siaWHh5B94AaABAg,,@Mizuki0180,They should create an award for best comment section. That’s the only award this movies winning.,5098,2025-03-25T16:39:41Z,2025-03-25T16:39:41Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugy26dRqeHOCHCKb7H54AaABAg,,@skellsdotexe,this cured my procrastination. i actually closed the tab five seconds in and wrote three college papers.,2403,2025-01-31T01:53:17Z,2025-01-31T01:53:17Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgxxeKGc7uUvA_DT1Pt4AaABAg,,@thaismagalhaes5928,"""Coming to a theater near you"" For the first time in my life I'm glad there are no theaters near me.",49232,2025-01-29T22:33:16Z,2025-01-29T23:57:27Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzLT3YTTyOSqqP1W8t4AaABAg,,@LightBloxVidsYT,This is why aliens haven’t invaded Earth yet,108,2025-08-12T02:19:24Z,2025-08-12T02:19:24Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugy9CDQAfaNZYAY0Eul4AaABAg,,@kay16,Came here just to read the comments. Was not disappointed.,11720,2025-01-07T02:04:43Z,2025-01-07T02:04:43Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugw32TCtIWP3f9a6bOJ4AaABAg,,@leafybean,"I paid nothing to watch this trailer, but I already want my money back.",51885,2024-12-04T20:44:01Z,2024-12-04T20:44:01Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgwR8kAlb4KQkqzV6BJ4AaABAg,,@emreeren13,This trailer makes me finally understand why the first thing a rooster does after getting up every morning is screaming.,5616,2025-02-01T01:21:33Z,2025-02-01T01:21:33Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugwb5vmiE2R1W6l1Q5t4AaABAg,,@QuadrumvirateGaming,"Bro- ""Why does your PC look new?"" Me- ""The old one vanished the moment I opened this trailer, so I had to get a new one.""",74,2025-07-15T12:00:04Z,2025-07-15T12:00:04Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgyzMd_EVaZqTUyX6EJ4AaABAg,,@person05-x4h,"""The snow white trailer just dropped"" ""Tell disney to pick it back up""",8531,2025-03-09T04:10:29Z,2025-03-09T04:10:29Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugze_qkqxHjuejEZ7dd4AaABAg,,@burningwolf5805,Mirror mirror on the wall. Just how far will Disney fall. Mirror mirror on the wall. The poison Apple shall save us all.,2493,2025-02-07T12:38:42Z,2025-02-07T12:38:42Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgyqV0-ogzqGvhVOc1F4AaABAg,,@KainethemanParker,“Coming to a theater near you!” *Files a restraining order*,25018,2025-01-18T00:47:51Z,2025-01-18T00:48:14Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzJBSulhUutOXasIU14AaABAg,,@Slime-hf2yr,Even doctors are rooting for this apple,39,2025-09-19T17:36:49Z,2025-09-19T17:36:49Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzGywaK2q1agMH6Zjp4AaABAg,,@dereklopez9060,Rachel Zelger: Snow White is not gonna be saved by the Prince. The Prince: Good. Because I'm here for your stepmother.,62728,2024-12-03T16:38:40Z,2024-12-03T16:38:40Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzqwdW-7ixiQKy0Oyt4AaABAg,,@DA-ft8eb,"Mirror, mirror on the wall, I came here for the comments and am not disappointed at all.",3427,2025-03-27T12:21:32Z,2025-03-27T12:21:32Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugw-8_ZwQ894Ou7Bjpx4AaABAg,,@gainsgamingginger2177,Making the dwarfs look like a ps1 Hagrid was a bold choice,8504,2024-12-06T14:46:33Z,2024-12-06T14:46:33Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzHFe4ssojSMQ2_QtV4AaABAg,,@That1Blu_Fox,6 year old me: oh boy I hope they make a live action Snow White! Me now: NVM I TAKE IT BACK!,237,2025-07-05T03:46:35Z,2025-07-05T03:46:35Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgwAxl_KE_r7_ND7I6B4AaABAg,,@sushilsanthosh8593,"For people who dont use the Extension currently Likes: 40,383 Dislikes: 1,012,299",53572,2025-01-31T05:26:24Z,2025-01-31T05:26:24Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugzy_SPXTPYPSn_gHxF4AaABAg,,@JoM934,Trailer: 2/5 Movie: 1/5 Commment section: 5/5,3821,2025-03-25T09:20:11Z,2025-03-25T09:20:11Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugy6ffQ1JPT5VPyWN4R4AaABAg,,@AndrewRayy,"""Coming to a theatre near you!"" *moves*",4574,2024-12-04T17:35:18Z,2024-12-04T17:35:18Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugy4mXseOKgz8yZ1D-14AaABAg,,@CK-Animator,"If childhood happiness was a virus, this would be the cure",149,2025-07-07T16:47:56Z,2025-07-07T16:47:56Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzV_XYW0s7Xdp-O0-V4AaABAg,,@Wlasy89,I searched this trailer only to read comments section.,81576,2025-02-01T10:04:22Z,2025-02-01T10:04:22Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzETTYEUzlOYmu1GoB4AaABAg,,@veronicaoliveiro6367,At this point the comment section is the real Magic Mirror.,63574,2024-12-04T10:27:02Z,2024-12-04T10:27:02Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgxMZ1sjnz6XGoIFrZl4AaABAg,,@Nimbus3690,"At this point, the monetization of this video is gonna earn Disney more revenue than the movie itself will.",54110,2024-12-04T19:27:04Z,2024-12-04T19:27:04Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgyZfoFv1Zds28RrDWJ4AaABAg,,@da-gamer-brennan,even the projectors themselves are begging for mercy,53,2025-07-12T06:07:43Z,2025-07-12T06:07:43Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugy9W0j-kDaR91IaDAZ4AaABAg,,@eugenev3690,My finger is exhausted from liking all the comments,56686,2024-12-10T18:54:58Z,2024-12-10T18:54:58Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgxrpQVH5AkuUEvUISx4AaABAg,,@jacobraines2009,And best picture award goes to…. THE COMMENT SECTION!,3183,2024-12-28T15:54:14Z,2024-12-28T15:54:14Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgwYqrng2T_0PkYujPl4AaABAg,,@SAVAGESUN,I told my boss at work that I saw Snow White and he gave me three days off for self care.,22359,2025-03-23T20:37:56Z,2025-03-23T20:37:56Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzyTeZxLRzzPn9eR4h4AaABAg,,@TarzaFaraidun,“ Why are there 8 dwarfs and no snow white?”,30,2025-10-04T19:20:58Z,2025-10-04T19:20:58Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzxL50P990GaPZmb4J4AaABAg,,@zackzavala2733,Disney: we are a diverse and inclusive company also Disney: we don't hire dwarves....,42812,2024-12-03T20:01:53Z,2024-12-03T20:01:53Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugy3ZNAibBPYrnO7TmZ4AaABAg,,@ScorchCat,"My phone didn’t just die watching this, it took its own life.",7978,2025-02-12T14:49:59Z,2025-02-12T14:49:59Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgwupICv2GCBMxZlJGl4AaABAg,,@WavePotter,That ratio is brutal... and exactly what Disney deserves after blaming the paying customer for their own bad writing over the past decade.,3318,2024-12-10T16:08:39Z,2024-12-10T16:08:39Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzKLkhuLx3aPkyDSk14AaABAg,,@PAlm007ful,July 7th statistics: 20 860 171 views 81 960 likes 2 379 213 dislikes（97%） 127 837 comments,69,2025-07-06T23:42:46Z,2025-07-06T23:42:46Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzWy31OI7d3KP9fD714AaABAg,,@Coleslaw1987,$200m+ budget on the worlds most hilarious comments section. Worth it.,22749,2024-12-05T13:18:27Z,2024-12-05T13:18:27Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzZBf-ew_bsk9T3Jjp4AaABAg,,@unter5492,"Disney: leave the comments on , the worst they'll say is no Comments: music time!",1619,2025-02-01T15:51:38Z,2025-02-01T15:51:38Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugxq4j1v5LonbmpuyC94AaABAg,,@nikradameri6106,We live in a timeline where a comment section is more entertaining than a DISNEY movie,5499,2025-02-02T15:04:02Z,2025-02-02T15:04:02Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugy_YYZoEBLxMcY4owp4AaABAg,,@andreiandrey9584,"""Coming to a theatre near you"" *EMILIANO, GET THE CROSS*",27,2025-08-21T16:08:44Z,2025-08-21T16:10:26Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugx8QBcBIkOS0ac0R3l4AaABAg,,@Gervy88,"No dwarves were harmed, or hired, in the making of this film",15006,2025-02-08T18:26:49Z,2025-02-08T18:26:49Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgxKfm7pDfmGBIr5E5d4AaABAg,,@foreignparticle1320,"So glad they've remained faithful to the original story, like the part where Snow White attempts a military coup.",3786,2024-12-05T05:32:48Z,2024-12-05T05:32:48Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugyi0SnsGmzBNDxfOYx4AaABAg,,@HAVITOOSH,Time wasted watching the trailer: zero. time spent reading the comment section: 2 hours.,3262,2024-12-07T03:42:17Z,2024-12-07T03:42:17Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugy6aeGVqBqZe-z5TDR4AaABAg,,@JimmyAtkin,For the first time ever I am glad that I live 3677 dwarfs away from the nearest theater,17,2025-08-12T20:02:42Z,2025-08-12T20:02:42Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzsJgu0EVGhLOm8f8p4AaABAg,,@psytrancedj,Rachel Zegler: I don't need your business. Everyone: Your terms are acceptable.,14887,2024-12-04T02:48:35Z,2024-12-04T02:48:35Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgwPtBKsueAHs0dgbtR4AaABAg,,@manhquach1266,"If this movie had been released in the 1900s, Titanic would have been forgotten as the worst disaster",4392,2025-02-04T08:52:43Z,2025-02-04T08:52:43Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgwzDqLg7pcqYVo67Ip4AaABAg,,@notnobody762,"Seven dwarfs? Nah, we got the seven stages of grief watching this trailer.",14358,2025-02-01T17:02:50Z,2025-02-01T17:02:50Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugym4Egqe3H5snmi2aZ4AaABAg,,@Enderviaaaaa,Finally a movie that no one will pirate,16,2025-09-06T11:53:28Z,2025-09-06T11:54:48Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugy1_m1pjsiSijRE3QV4AaABAg,,@gdmastergilinguapin6464,There are comments in this section with more likes than the actual trailer,15067,2024-12-09T19:07:27Z,2024-12-09T19:07:27Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgyyAg3wQxjx3evdLsR4AaABAg,,@sickvendetta9,"Yall cooking in these comments, this is the most expensive roast session in history.",11261,2024-12-05T23:30:14Z,2024-12-05T23:30:14Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgxHHMM3JGt1d2xkzph4AaABAg,,@shadow...8861,"Evil queen: Mirror mirror on the.... Magic mirror: Don't bother, you win. Roll credits.",4410,2024-12-22T11:11:07Z,2024-12-22T11:11:07Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzEI3I-xgCRoEQOssp4AaABAg,,@yvonnefoley3213,"""What did you think I was?"" ""Nothing"" ""Ghost"" Me- ""Lord farquard""",20,2025-08-30T15:34:09Z,2025-08-30T15:34:09Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgykuS1OymBLfp5lLvh4AaABAg,,@davieduckett,There are comments with 2x as many likes than the trailer. A truly groundbreaking astonishment for Disney.,2919,2024-12-14T21:36:12Z,2024-12-14T21:36:12Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgyMUuqiyJT9erblIrN4AaABAg,,@Captian_Ahab,"For people who don't use the Extension currently Likes: 71,454 Dislike: 2,167,344",12684,2025-03-30T10:33:33Z,2025-03-30T10:33:33Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugzy2tbRGC5Q5A87Zsp4AaABAg,,@Loki.Lyesmyth,Somewhere there are Disney employees reading this comment section and cracking up silently to themselves.,23165,2024-12-06T13:41:01Z,2024-12-06T13:41:01Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgwB-dWh4Y2IFD6oIUB4AaABAg,,@robbot8000x,I have respect for those who managed to sit through the whole trailer instead of going to the comments to get there entertainment.,11,2025-09-19T04:35:50Z,2025-09-19T04:35:50Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgyeNasT5OUqGKazWc14AaABAg,,@thantzayar3717,The poison apple is the hero of this movie,1019,2025-04-19T07:16:50Z,2025-04-19T07:16:50Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgxhZ2OI7KuCIOLW2B54AaABAg,,@Megathorn23,Disney had actually taught me a very valuable lesson in life: Never believe it can’t get worse.,16824,2025-01-16T04:16:32Z,2025-01-16T04:16:32Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzKoG30bSc5PQ4RS594AaABAg,,@lynli1341,"Evil queen: Did I frighten you? The general public: No, Snow White and her seven CGI did.",21367,2025-01-17T01:24:41Z,2025-01-17T01:24:41Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugzb_-WXQaMe9GrsJOd4AaABAg,,@ArizonaBale,I only clicked on this video so that I could run to the comment section and you guys didn't disappoint.,7,2025-10-23T11:17:02Z,2025-10-23T11:17:02Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugzc_l0wRN-u_E0zFtd4AaABAg,,@isolinear9836,"YT deleted the original comment that said ""I'm rooting for the poisoned apple""...it was the most upvoted comment with about 50k+ likes before they deleted it several weeks ago.",3122,2025-03-27T03:58:49Z,2025-03-27T03:58:49Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugyh3UWNLBR6BPbN2ep4AaABAg,,@Immortalbeing14,At this point Disney should be paying *us* to watch the movie.,2896,2025-02-12T15:25:15Z,2025-02-12T15:25:15Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgwumqmgHd6uQG4V_up4AaABAg,,@moody1sun,I think Disney left the comment section open because they realised this is the only traffic this movie is going to get.,7802,2025-03-16T18:33:34Z,2025-03-17T14:01:27Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugwvqbs0gAqLakv2zpl4AaABAg,,@JackLander-y7s,FBI use this trailer to torture people,18,2025-08-27T22:24:39Z,2025-08-27T22:24:39Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgyNRdGi1XbCzgnSlIB4AaABAg,,@Kwelar,Wait… which one is supposed to be the Evil Queen??,8088,2024-12-04T17:40:21Z,2024-12-04T17:40:21Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgyjIq3mAkbPc8HEWg14AaABAg,,@corbalord,My 1 month old son took his first steps today!!!! He got up and walked to turn the trailer off 10 seconds in.,15175,2025-01-27T04:43:38Z,2025-01-27T04:43:38Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgztrFAmGRnKuzMM8S14AaABAg,,@chicknorrisGod,I got a feeling that this movie gonna have more comments on youtube than tickets sold.,44312,2024-12-03T17:57:14Z,2024-12-03T17:57:14Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugw2LjhXKi2jBJ29rgF4AaABAg,,@EvieSchaefer-l6g,I showed this trailer to my therapist now he’s past out on the floor,39,2025-08-02T15:40:36Z,2025-08-02T15:41:10Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgwT1B15a5Jbsy0q_yF4AaABAg,,@cryptoknight96,"Snow White: Hello, anybody here? Projector Operator: Just me.",4650,2024-12-04T18:15:26Z,2024-12-04T18:15:26Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugwc8DUvdYekeEuFbPB4AaABAg,,@Dude_Blender,No little people were harmed in the filming of this movie since none were hired and there was barely any filming done.,731,2024-12-06T05:22:33Z,2024-12-06T05:22:33Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgyYAzYYJDB9YVqiX2J4AaABAg,,@Hack_es,Amaizing - 33.000 likes and 827.000 dislikes. The world is healing.,5429,2024-12-26T23:18:06Z,2024-12-26T23:18:06Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugz8UFyi0XgWz3NaG_V4AaABAg,,@astupidpaperclip69420,"Even piracy sites wouldn't allow this film in their site, because nobody wants to Pirate this movie",14,2025-07-04T13:08:51Z,2025-07-04T13:09:14Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgyA6oy5wTV_cwxEJy14AaABAg,,@alonsovenegas4444,Only reason I knew this trailer was out was when I saw chat music make a song out of this.,23934,2025-01-28T17:22:08Z,2025-01-28T17:22:08Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgxUhoQFQhtT_-LpAwh4AaABAg,,@laksoysoy,I've been paralyzed from the waist down for 2 years now but this movie trailer gave me enough strength to stand up and jump out the window. Thank you.,4292,2025-01-20T20:05:07Z,2025-01-20T20:05:07Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,Ugyepzwc91OcNpdoY8t4AaABAg,,@terratoma4153,We thankfully have the technology nowadays to make the animation look worse than the original from 1937.,20883,2024-12-16T22:50:10Z,2024-12-16T22:50:10Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgzX_HPJtX0raKNTtSx4AaABAg,,@irfanahmed4420,Covid -19 has been forgotten as the worst disaster since Disney dropped this,72,2025-07-05T12:18:58Z,2025-07-05T12:18:58Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
youtube,iV46TJKL8cU,UgwbT_XQrR70gY1p6G14AaABAg,,@Harrison_MZ,The only Oscar this movie is getting is the award for best comment section,3489,2025-02-03T17:51:50Z,2025-02-03T17:51:50Z,https://www.youtube.com/watch?v=iV46TJKL8cU,negative,0.8,0.15,0.05
